,Number of Insured,Number of Uninsured,State,Race,RACECAT,IPRCAT,Income Poverty Ratio,Age Range,AGECAT,Sex,SEXCAT,Year,state
235,113893,30750,Alabama,"White alone, not Hispanic",1,1,<= 200% of Poverty,50 to 64 years,3,Both Sexes,0,2020,01
236,150889,36811,Alabama,"White alone, not Hispanic",1,2,<= 250% of Poverty,50 to 64 years,3,Both Sexes,0,2020,01
237,70909,21889,Alabama,"White alone, not Hispanic",1,3,<= 138% of Poverty,50 to 64 years,3,Both Sexes,0,2020,01
238,269162,49416,Alabama,"White alone, not Hispanic",1,4,<= 400% of Poverty,50 to 64 years,3,Both Sexes,0,2020,01
239,198253,27527,Alabama,"White alone, not Hispanic",1,5,138% to 400% of Poverty,50 to 64 years,3,Both Sexes,0,2020,01
240,292947,31174,Alabama,"White alone, not Hispanic",1,0,All Incomes,50 to 64 years,3,Male Only,1,2020,01
241,48768,14535,Alabama,"White alone, not Hispanic",1,1,<= 200% of Poverty,50 to 64 years,3,Male Only,1,2020,01
242,65251,17571,Alabama,"White alone, not Hispanic",1,2,<= 250% of Poverty,50 to 64 years,3,Male Only,1,2020,01
243,28898,10111,Alabama,"White alone, not Hispanic",1,3,<= 138% of Poverty,50 to 64 years,3,Male Only,1,2020,01
244,122025,24180,Alabama,"White alone, not Hispanic",1,4,<= 400% of Poverty,50 to 64 years,3,Male Only,1,2020,01
245,93127,14069,Alabama,"White alone, not Hispanic",1,5,138% to 400% of Poverty,50 to 64 years,3,Male Only,1,2020,01
246,309563,31183,Alabama,"White alone, not Hispanic",1,0,All Incomes,50 to 64 years,3,Female Only,2,2020,01
247,65125,16215,Alabama,"White alone, not Hispanic",1,1,<= 200% of Poverty,50 to 64 years,3,Female Only,2,2020,01
248,85638,19240,Alabama,"White alone, not Hispanic",1,2,<= 250% of Poverty,50 to 64 years,3,Female Only,2,2020,01
249,42011,11778,Alabama,"White alone, not Hispanic",1,3,<= 138% of Poverty,50 to 64 years,3,Female Only,2,2020,01
250,147137,25236,Alabama,"White alone, not Hispanic",1,4,<= 400% of Poverty,50 to 64 years,3,Female Only,2,2020,01
251,105126,13458,Alabama,"White alone, not Hispanic",1,5,138% to 400% of Poverty,50 to 64 years,3,Female Only,2,2020,01
252,197117,28681,Alabama,"Black alone, not Hispanic",2,0,All Incomes,50 to 64 years,3,Both Sexes,0,2020,01
253,75322,18350,Alabama,"Black alone, not Hispanic",2,1,<= 200% of Poverty,50 to 64 years,3,Both Sexes,0,2020,01
254,94379,20968,Alabama,"Black alone, not Hispanic",2,2,<= 250% of Poverty,50 to 64 years,3,Both Sexes,0,2020,01
255,50429,14189,Alabama,"Black alone, not Hispanic",2,3,<= 138% of Poverty,50 to 64 years,3,Both Sexes,0,2020,01
256,139956,25599,Alabama,"Black alone, not Hispanic",2,4,<= 400% of Poverty,50 to 64 years,3,Both Sexes,0,2020,01
257,89527,11410,Alabama,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,50 to 64 years,3,Both Sexes,0,2020,01
258,81882,15747,Alabama,"Black alone, not Hispanic",2,0,All Incomes,50 to 64 years,3,Male Only,1,2020,01
259,27999,9689,Alabama,"Black alone, not Hispanic",2,1,<= 200% of Poverty,50 to 64 years,3,Male Only,1,2020,01
260,35599,11253,Alabama,"Black alone, not Hispanic",2,2,<= 250% of Poverty,50 to 64 years,3,Male Only,1,2020,01
261,18307,7384,Alabama,"Black alone, not Hispanic",2,3,<= 138% of Poverty,50 to 64 years,3,Male Only,1,2020,01
262,55460,13941,Alabama,"Black alone, not Hispanic",2,4,<= 400% of Poverty,50 to 64 years,3,Male Only,1,2020,01
263,37153,6557,Alabama,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,50 to 64 years,3,Male Only,1,2020,01
264,115235,12934,Alabama,"Black alone, not Hispanic",2,0,All Incomes,50 to 64 years,3,Female Only,2,2020,01
265,47323,8661,Alabama,"Black alone, not Hispanic",2,1,<= 200% of Poverty,50 to 64 years,3,Female Only,2,2020,01
266,58780,9715,Alabama,"Black alone, not Hispanic",2,2,<= 250% of Poverty,50 to 64 years,3,Female Only,2,2020,01
267,32122,6805,Alabama,"Black alone, not Hispanic",2,3,<= 138% of Poverty,50 to 64 years,3,Female Only,2,2020,01
268,84496,11658,Alabama,"Black alone, not Hispanic",2,4,<= 400% of Poverty,50 to 64 years,3,Female Only,2,2020,01
269,52374,4853,Alabama,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,50 to 64 years,3,Female Only,2,2020,01
270,17342,6528,Alabama,Hispanic (any race),3,0,All Incomes,50 to 64 years,3,Both Sexes,0,2020,01
271,4798,3477,Alabama,Hispanic (any race),3,1,<= 200% of Poverty,50 to 64 years,3,Both Sexes,0,2020,01
272,6510,4242,Alabama,Hispanic (any race),3,2,<= 250% of Poverty,50 to 64 years,3,Both Sexes,0,2020,01
273,2894,2331,Alabama,Hispanic (any race),3,3,<= 138% of Poverty,50 to 64 years,3,Both Sexes,0,2020,01
274,10246,5517,Alabama,Hispanic (any race),3,4,<= 400% of Poverty,50 to 64 years,3,Both Sexes,0,2020,01
275,7352,3186,Alabama,Hispanic (any race),3,5,138% to 400% of Poverty,50 to 64 years,3,Both Sexes,0,2020,01
276,9201,3777,Alabama,Hispanic (any race),3,0,All Incomes,50 to 64 years,3,Male Only,1,2020,01
277,2466,1940,Alabama,Hispanic (any race),3,1,<= 200% of Poverty,50 to 64 years,3,Male Only,1,2020,01
278,3382,2409,Alabama,Hispanic (any race),3,2,<= 250% of Poverty,50 to 64 years,3,Male Only,1,2020,01
279,1439,1255,Alabama,Hispanic (any race),3,3,<= 138% of Poverty,50 to 64 years,3,Male Only,1,2020,01
280,5359,3167,Alabama,Hispanic (any race),3,4,<= 400% of Poverty,50 to 64 years,3,Male Only,1,2020,01
281,3920,1912,Alabama,Hispanic (any race),3,5,138% to 400% of Poverty,50 to 64 years,3,Male Only,1,2020,01
282,8141,2751,Alabama,Hispanic (any race),3,0,All Incomes,50 to 64 years,3,Female Only,2,2020,01
283,2332,1537,Alabama,Hispanic (any race),3,1,<= 200% of Poverty,50 to 64 years,3,Female Only,2,2020,01
284,3128,1833,Alabama,Hispanic (any race),3,2,<= 250% of Poverty,50 to 64 years,3,Female Only,2,2020,01
285,1455,1076,Alabama,Hispanic (any race),3,3,<= 138% of Poverty,50 to 64 years,3,Female Only,2,2020,01
286,4887,2350,Alabama,Hispanic (any race),3,4,<= 400% of Poverty,50 to 64 years,3,Female Only,2,2020,01
287,3432,1274,Alabama,Hispanic (any race),3,5,138% to 400% of Poverty,50 to 64 years,3,Female Only,2,2020,01
288,1060003,39891,Alabama,All Races,0,0,All Incomes,Under 19 years,4,Both Sexes,0,2020,01
289,445296,20643,Alabama,All Races,0,1,<= 200% of Poverty,Under 19 years,4,Both Sexes,0,2020,01
290,539784,24757,Alabama,All Races,0,2,<= 250% of Poverty,Under 19 years,4,Both Sexes,0,2020,01
291,307398,13632,Alabama,All Races,0,3,<= 138% of Poverty,Under 19 years,4,Both Sexes,0,2020,01
292,771093,34080,Alabama,All Races,0,4,<= 400% of Poverty,Under 19 years,4,Both Sexes,0,2020,01
293,463695,20448,Alabama,All Races,0,5,138% to 400% of Poverty,Under 19 years,4,Both Sexes,0,2020,01
294,2290067,399429,Alabama,All Races,0,0,All Incomes,21 to 64 years,5,Both Sexes,0,2020,01
295,592380,218231,Alabama,All Races,0,1,<= 200% of Poverty,21 to 64 years,5,Both Sexes,0,2020,01
296,777240,260855,Alabama,All Races,0,2,<= 250% of Poverty,21 to 64 years,5,Both Sexes,0,2020,01
297,371124,153087,Alabama,All Races,0,3,<= 138% of Poverty,21 to 64 years,5,Both Sexes,0,2020,01
298,1308294,338704,Alabama,All Races,0,4,<= 400% of Poverty,21 to 64 years,5,Both Sexes,0,2020,01
299,937170,185617,Alabama,All Races,0,5,138% to 400% of Poverty,21 to 64 years,5,Both Sexes,0,2020,01
300,1075394,218222,Alabama,All Races,0,0,All Incomes,21 to 64 years,5,Male Only,1,2020,01
301,238504,109505,Alabama,All Races,0,1,<= 200% of Poverty,21 to 64 years,5,Male Only,1,2020,01
302,323145,134309,Alabama,All Races,0,2,<= 250% of Poverty,21 to 64 years,5,Male Only,1,2020,01
303,140328,73136,Alabama,All Races,0,3,<= 138% of Poverty,21 to 64 years,5,Male Only,1,2020,01
304,580471,181317,Alabama,All Races,0,4,<= 400% of Poverty,21 to 64 years,5,Male Only,1,2020,01
305,440143,108181,Alabama,All Races,0,5,138% to 400% of Poverty,21 to 64 years,5,Male Only,1,2020,01
306,1214673,181207,Alabama,All Races,0,0,All Incomes,21 to 64 years,5,Female Only,2,2020,01
307,353876,108726,Alabama,All Races,0,1,<= 200% of Poverty,21 to 64 years,5,Female Only,2,2020,01
308,454095,126546,Alabama,All Races,0,2,<= 250% of Poverty,21 to 64 years,5,Female Only,2,2020,01
309,230796,79951,Alabama,All Races,0,3,<= 138% of Poverty,21 to 64 years,5,Female Only,2,2020,01
310,727823,157387,Alabama,All Races,0,4,<= 400% of Poverty,21 to 64 years,5,Female Only,2,2020,01
311,497027,77436,Alabama,All Races,0,5,138% to 400% of Poverty,21 to 64 years,5,Female Only,2,2020,01
312,1556816,221661,Alabama,"White alone, not Hispanic",1,0,All Incomes,21 to 64 years,5,Both Sexes,0,2020,01
313,313629,111871,Alabama,"White alone, not Hispanic",1,1,<= 200% of Poverty,21 to 64 years,5,Both Sexes,0,2020,01
314,425537,135542,Alabama,"White alone, not Hispanic",1,2,<= 250% of Poverty,21 to 64 years,5,Both Sexes,0,2020,01
315,189049,77160,Alabama,"White alone, not Hispanic",1,3,<= 138% of Poverty,21 to 64 years,5,Both Sexes,0,2020,01
316,781962,181413,Alabama,"White alone, not Hispanic",1,4,<= 400% of Poverty,21 to 64 years,5,Both Sexes,0,2020,01
317,592913,104253,Alabama,"White alone, not Hispanic",1,5,138% to 400% of Poverty,21 to 64 years,5,Both Sexes,0,2020,01
318,756827,119285,Alabama,"White alone, not Hispanic",1,0,All Incomes,21 to 64 years,5,Male Only,1,2020,01
319,133844,54829,Alabama,"White alone, not Hispanic",1,1,<= 200% of Poverty,21 to 64 years,5,Male Only,1,2020,01
320,186655,68082,Alabama,"White alone, not Hispanic",1,2,<= 250% of Poverty,21 to 64 years,5,Male Only,1,2020,01
321,76211,36036,Alabama,"White alone, not Hispanic",1,3,<= 138% of Poverty,21 to 64 years,5,Male Only,1,2020,01
322,361887,95188,Alabama,"White alone, not Hispanic",1,4,<= 400% of Poverty,21 to 64 years,5,Male Only,1,2020,01
323,285676,59152,Alabama,"White alone, not Hispanic",1,5,138% to 400% of Poverty,21 to 64 years,5,Male Only,1,2020,01
324,799989,102376,Alabama,"White alone, not Hispanic",1,0,All Incomes,21 to 64 years,5,Female Only,2,2020,01
325,179785,57042,Alabama,"White alone, not Hispanic",1,1,<= 200% of Poverty,21 to 64 years,5,Female Only,2,2020,01
326,238882,67460,Alabama,"White alone, not Hispanic",1,2,<= 250% of Poverty,21 to 64 years,5,Female Only,2,2020,01
327,112838,41124,Alabama,"White alone, not Hispanic",1,3,<= 138% of Poverty,21 to 64 years,5,Female Only,2,2020,01
328,420075,86225,Alabama,"White alone, not Hispanic",1,4,<= 400% of Poverty,21 to 64 years,5,Female Only,2,2020,01
329,307237,45101,Alabama,"White alone, not Hispanic",1,5,138% to 400% of Poverty,21 to 64 years,5,Female Only,2,2020,01
330,577282,118547,Alabama,"Black alone, not Hispanic",2,0,All Incomes,21 to 64 years,5,Both Sexes,0,2020,01
331,231014,71397,Alabama,"Black alone, not Hispanic",2,1,<= 200% of Poverty,21 to 64 years,5,Both Sexes,0,2020,01
332,289938,83918,Alabama,"Black alone, not Hispanic",2,2,<= 250% of Poverty,21 to 64 years,5,Both Sexes,0,2020,01
333,151780,51503,Alabama,"Black alone, not Hispanic",2,3,<= 138% of Poverty,21 to 64 years,5,Both Sexes,0,2020,01
334,428712,105119,Alabama,"Black alone, not Hispanic",2,4,<= 400% of Poverty,21 to 64 years,5,Both Sexes,0,2020,01
335,276932,53616,Alabama,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,21 to 64 years,5,Both Sexes,0,2020,01
336,244139,64468,Alabama,"Black alone, not Hispanic",2,0,All Incomes,21 to 64 years,5,Male Only,1,2020,01
337,84265,35475,Alabama,"Black alone, not Hispanic",2,1,<= 200% of Poverty,21 to 64 years,5,Male Only,1,2020,01
338,109267,42975,Alabama,"Black alone, not Hispanic",2,2,<= 250% of Poverty,21 to 64 years,5,Male Only,1,2020,01
339,51804,24253,Alabama,"Black alone, not Hispanic",2,3,<= 138% of Poverty,21 to 64 years,5,Male Only,1,2020,01
340,173632,56092,Alabama,"Black alone, not Hispanic",2,4,<= 400% of Poverty,21 to 64 years,5,Male Only,1,2020,01
341,121828,31839,Alabama,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,21 to 64 years,5,Male Only,1,2020,01
342,333143,54079,Alabama,"Black alone, not Hispanic",2,0,All Incomes,21 to 64 years,5,Female Only,2,2020,01
343,146749,35922,Alabama,"Black alone, not Hispanic",2,1,<= 200% of Poverty,21 to 64 years,5,Female Only,2,2020,01
344,180671,40943,Alabama,"Black alone, not Hispanic",2,2,<= 250% of Poverty,21 to 64 years,5,Female Only,2,2020,01
345,99976,27250,Alabama,"Black alone, not Hispanic",2,3,<= 138% of Poverty,21 to 64 years,5,Female Only,2,2020,01
346,255080,49027,Alabama,"Black alone, not Hispanic",2,4,<= 400% of Poverty,21 to 64 years,5,Female Only,2,2020,01
347,155104,21777,Alabama,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,21 to 64 years,5,Female Only,2,2020,01
348,70129,41570,Alabama,Hispanic (any race),3,0,All Incomes,21 to 64 years,5,Both Sexes,0,2020,01
349,24173,25856,Alabama,Hispanic (any race),3,1,<= 200% of Poverty,21 to 64 years,5,Both Sexes,0,2020,01
350,31835,30636,Alabama,Hispanic (any race),3,2,<= 250% of Poverty,21 to 64 years,5,Both Sexes,0,2020,01
351,14781,18041,Alabama,Hispanic (any race),3,3,<= 138% of Poverty,21 to 64 years,5,Both Sexes,0,2020,01
352,48791,37654,Alabama,Hispanic (any race),3,4,<= 400% of Poverty,21 to 64 years,5,Both Sexes,0,2020,01
353,34010,19613,Alabama,Hispanic (any race),3,5,138% to 400% of Poverty,21 to 64 years,5,Both Sexes,0,2020,01
354,35214,24609,Alabama,Hispanic (any race),3,0,All Incomes,21 to 64 years,5,Male Only,1,2020,01
355,10530,14415,Alabama,Hispanic (any race),3,1,<= 200% of Poverty,21 to 64 years,5,Male Only,1,2020,01
356,14502,17470,Alabama,Hispanic (any race),3,2,<= 250% of Poverty,21 to 64 years,5,Male Only,1,2020,01
357,5971,9633,Alabama,Hispanic (any race),3,3,<= 138% of Poverty,21 to 64 years,5,Male Only,1,2020,01
358,23529,22039,Alabama,Hispanic (any race),3,4,<= 400% of Poverty,21 to 64 years,5,Male Only,1,2020,01
359,17558,12406,Alabama,Hispanic (any race),3,5,138% to 400% of Poverty,21 to 64 years,5,Male Only,1,2020,01
360,34915,16961,Alabama,Hispanic (any race),3,0,All Incomes,21 to 64 years,5,Female Only,2,2020,01
361,13643,11441,Alabama,Hispanic (any race),3,1,<= 200% of Poverty,21 to 64 years,5,Female Only,2,2020,01
362,17333,13166,Alabama,Hispanic (any race),3,2,<= 250% of Poverty,21 to 64 years,5,Female Only,2,2020,01
363,8810,8408,Alabama,Hispanic (any race),3,3,<= 138% of Poverty,21 to 64 years,5,Female Only,2,2020,01
364,25262,15615,Alabama,Hispanic (any race),3,4,<= 400% of Poverty,21 to 64 years,5,Female Only,2,2020,01
365,16452,7207,Alabama,Hispanic (any race),3,5,138% to 400% of Poverty,21 to 64 years,5,Female Only,2,2020,01
366,550916,82020,Alaska,All Races,0,0,All Incomes,Under 65 years,0,Both Sexes,0,2020,02
367,122480,30601,Alaska,All Races,0,1,<= 200% of Poverty,Under 65 years,0,Both Sexes,0,2020,02
368,163157,40275,Alaska,All Races,0,2,<= 250% of Poverty,Under 65 years,0,Both Sexes,0,2020,02
369,77055,18664,Alaska,All Races,0,3,<= 138% of Poverty,Under 65 years,0,Both Sexes,0,2020,02
370,274644,60892,Alaska,All Races,0,4,<= 400% of Poverty,Under 65 years,0,Both Sexes,0,2020,02
371,197589,42228,Alaska,All Races,0,5,138% to 400% of Poverty,Under 65 years,0,Both Sexes,0,2020,02
372,281055,47594,Alaska,All Races,0,0,All Incomes,Under 65 years,0,Male Only,1,2020,02
373,59608,16978,Alaska,All Races,0,1,<= 200% of Poverty,Under 65 years,0,Male Only,1,2020,02
374,80538,22742,Alaska,All Races,0,2,<= 250% of Poverty,Under 65 years,0,Male Only,1,2020,02
375,36962,10133,Alaska,All Races,0,3,<= 138% of Poverty,Under 65 years,0,Male Only,1,2020,02
376,137004,34967,Alaska,All Races,0,4,<= 400% of Poverty,Under 65 years,0,Male Only,1,2020,02
377,100042,24834,Alaska,All Races,0,5,138% to 400% of Poverty,Under 65 years,0,Male Only,1,2020,02
378,269861,34426,Alaska,All Races,0,0,All Incomes,Under 65 years,0,Female Only,2,2020,02
379,62872,13623,Alaska,All Races,0,1,<= 200% of Poverty,Under 65 years,0,Female Only,2,2020,02
380,82619,17533,Alaska,All Races,0,2,<= 250% of Poverty,Under 65 years,0,Female Only,2,2020,02
381,40093,8531,Alaska,All Races,0,3,<= 138% of Poverty,Under 65 years,0,Female Only,2,2020,02
382,137640,25925,Alaska,All Races,0,4,<= 400% of Poverty,Under 65 years,0,Female Only,2,2020,02
383,97547,17394,Alaska,All Races,0,5,138% to 400% of Poverty,Under 65 years,0,Female Only,2,2020,02
384,319397,36764,Alaska,"White alone, not Hispanic",1,0,All Incomes,Under 65 years,0,Both Sexes,0,2020,02
385,49648,11574,Alaska,"White alone, not Hispanic",1,1,<= 200% of Poverty,Under 65 years,0,Both Sexes,0,2020,02
386,69656,15688,Alaska,"White alone, not Hispanic",1,2,<= 250% of Poverty,Under 65 years,0,Both Sexes,0,2020,02
387,30125,6984,Alaska,"White alone, not Hispanic",1,3,<= 138% of Poverty,Under 65 years,0,Both Sexes,0,2020,02
388,132316,25000,Alaska,"White alone, not Hispanic",1,4,<= 400% of Poverty,Under 65 years,0,Both Sexes,0,2020,02
389,102191,18016,Alaska,"White alone, not Hispanic",1,5,138% to 400% of Poverty,Under 65 years,0,Both Sexes,0,2020,02
390,165470,22393,Alaska,"White alone, not Hispanic",1,0,All Incomes,Under 65 years,0,Male Only,1,2020,02
391,24347,6822,Alaska,"White alone, not Hispanic",1,1,<= 200% of Poverty,Under 65 years,0,Male Only,1,2020,02
392,34656,9346,Alaska,"White alone, not Hispanic",1,2,<= 250% of Poverty,Under 65 years,0,Male Only,1,2020,02
393,14439,4053,Alaska,"White alone, not Hispanic",1,3,<= 138% of Poverty,Under 65 years,0,Male Only,1,2020,02
394,66023,15038,Alaska,"White alone, not Hispanic",1,4,<= 400% of Poverty,Under 65 years,0,Male Only,1,2020,02
395,51584,10985,Alaska,"White alone, not Hispanic",1,5,138% to 400% of Poverty,Under 65 years,0,Male Only,1,2020,02
396,153927,14371,Alaska,"White alone, not Hispanic",1,0,All Incomes,Under 65 years,0,Female Only,2,2020,02
397,25301,4752,Alaska,"White alone, not Hispanic",1,1,<= 200% of Poverty,Under 65 years,0,Female Only,2,2020,02
398,35000,6342,Alaska,"White alone, not Hispanic",1,2,<= 250% of Poverty,Under 65 years,0,Female Only,2,2020,02
399,15686,2931,Alaska,"White alone, not Hispanic",1,3,<= 138% of Poverty,Under 65 years,0,Female Only,2,2020,02
400,66293,9962,Alaska,"White alone, not Hispanic",1,4,<= 400% of Poverty,Under 65 years,0,Female Only,2,2020,02
401,50607,7031,Alaska,"White alone, not Hispanic",1,5,138% to 400% of Poverty,Under 65 years,0,Female Only,2,2020,02
402,16186,3157,Alaska,"Black alone, not Hispanic",2,0,All Incomes,Under 65 years,0,Both Sexes,0,2020,02
403,6180,1501,Alaska,"Black alone, not Hispanic",2,1,<= 200% of Poverty,Under 65 years,0,Both Sexes,0,2020,02
404,7541,1859,Alaska,"Black alone, not Hispanic",2,2,<= 250% of Poverty,Under 65 years,0,Both Sexes,0,2020,02
405,4134,991,Alaska,"Black alone, not Hispanic",2,3,<= 138% of Poverty,Under 65 years,0,Both Sexes,0,2020,02
406,10963,2562,Alaska,"Black alone, not Hispanic",2,4,<= 400% of Poverty,Under 65 years,0,Both Sexes,0,2020,02
407,6829,1571,Alaska,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,Under 65 years,0,Both Sexes,0,2020,02
408,8908,2030,Alaska,"Black alone, not Hispanic",2,0,All Incomes,Under 65 years,0,Male Only,1,2020,02
409,3133,913,Alaska,"Black alone, not Hispanic",2,1,<= 200% of Poverty,Under 65 years,0,Male Only,1,2020,02
410,3890,1156,Alaska,"Black alone, not Hispanic",2,2,<= 250% of Poverty,Under 65 years,0,Male Only,1,2020,02
411,2068,599,Alaska,"Black alone, not Hispanic",2,3,<= 138% of Poverty,Under 65 years,0,Male Only,1,2020,02
412,5819,1621,Alaska,"Black alone, not Hispanic",2,4,<= 400% of Poverty,Under 65 years,0,Male Only,1,2020,02
413,3751,1022,Alaska,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,Under 65 years,0,Male Only,1,2020,02
414,7278,1127,Alaska,"Black alone, not Hispanic",2,0,All Incomes,Under 65 years,0,Female Only,2,2020,02
415,3047,588,Alaska,"Black alone, not Hispanic",2,1,<= 200% of Poverty,Under 65 years,0,Female Only,2,2020,02
416,3651,703,Alaska,"Black alone, not Hispanic",2,2,<= 250% of Poverty,Under 65 years,0,Female Only,2,2020,02
417,2066,392,Alaska,"Black alone, not Hispanic",2,3,<= 138% of Poverty,Under 65 years,0,Female Only,2,2020,02
418,5144,941,Alaska,"Black alone, not Hispanic",2,4,<= 400% of Poverty,Under 65 years,0,Female Only,2,2020,02
419,3078,549,Alaska,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,Under 65 years,0,Female Only,2,2020,02
420,38029,10965,Alaska,Hispanic (any race),3,0,All Incomes,Under 65 years,0,Both Sexes,0,2020,02
421,12395,4989,Alaska,Hispanic (any race),3,1,<= 200% of Poverty,Under 65 years,0,Both Sexes,0,2020,02
422,16133,6402,Alaska,Hispanic (any race),3,2,<= 250% of Poverty,Under 65 years,0,Both Sexes,0,2020,02
